center,left,right,steering_angle,throttle,brake,speed
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_44_374.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_44_374.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_44_374.jpg,0,1,0,30.19029
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_44_458.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_44_458.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_44_458.jpg,0,1,0,30.19029
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_44_538.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_44_538.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_44_538.jpg,0,1,0,30.19032
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_44_617.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_44_617.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_44_617.jpg,0,1,0,30.19029
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_44_684.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_44_684.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_44_684.jpg,0,1,0,30.19031
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_44_763.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_44_763.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_44_763.jpg,0,1,0,30.19033
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_44_841.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_44_841.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_44_841.jpg,0,1,0,30.19025
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_44_911.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_44_911.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_44_911.jpg,-0.15,1,0,30.1842
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_44_985.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_44_985.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_44_985.jpg,0,1,0,30.18971
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_45_071.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_45_071.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_45_071.jpg,0,1,0,30.19023
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_45_156.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_45_156.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_45_156.jpg,0,1,0,30.19027
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_45_240.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_45_240.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_45_240.jpg,-0.25,1,0,30.17539
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_45_318.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_45_318.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_45_318.jpg,0,1,0,30.18871
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_45_387.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_45_387.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_45_387.jpg,0,1,0,30.19004
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_45_475.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_45_475.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_45_475.jpg,-0.2,1,0,30.18231
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_45_545.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_45_545.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_45_545.jpg,0,1,0,30.18931
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_45_612.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_45_612.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_45_612.jpg,0,1,0,30.19007
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_45_698.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_45_698.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_45_698.jpg,0,1,0,30.19029
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_45_777.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_45_777.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_45_777.jpg,0,1,0,30.19028
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_45_845.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_45_845.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_45_845.jpg,0,1,0,30.19028
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_45_917.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_45_917.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_45_917.jpg,0,1,0,30.19033
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_45_987.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_45_987.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_45_987.jpg,-0.15,1,0,30.18433
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_46_058.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_46_058.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_46_058.jpg,0,1,0,30.19107
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_46_140.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_46_140.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_46_140.jpg,0,1,0,30.19018
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_46_211.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_46_211.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_46_211.jpg,-0.1,1,0,30.18868
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_46_289.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_46_289.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_46_289.jpg,0,1,0,30.18646
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_46_356.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_46_356.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_46_356.jpg,0,1,0,30.18977
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_46_427.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_46_427.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_46_427.jpg,0,1,0,30.19024
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_46_503.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_46_503.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_46_503.jpg,0,1,0,30.19029
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_46_570.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_46_570.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_46_570.jpg,0,1,0,30.19033
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_46_639.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_46_639.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_46_639.jpg,0,1,0,30.19027
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_46_713.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_46_713.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_46_713.jpg,-0.05,1,0,30.18977
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_46_779.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_46_779.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_46_779.jpg,-0.25,1,0,30.17494
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_46_854.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_46_854.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_46_854.jpg,0,1,0,30.19069
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_46_929.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_46_929.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_46_929.jpg,0,1,0,30.19004
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_47_003.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_47_003.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_47_003.jpg,-0.2,1,0,30.18227
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_47_076.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_47_076.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_47_076.jpg,0,1,0,30.19029
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_47_155.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_47_155.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_47_155.jpg,0,1,0,30.1901
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_47_232.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_47_232.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_47_232.jpg,0,1,0,30.19028
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_47_311.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_47_311.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_47_311.jpg,0,1,0,30.19041
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_47_378.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_47_378.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_47_378.jpg,0,1,0,30.19032
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_47_457.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_47_457.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_47_457.jpg,0,1,0,30.19031
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_47_530.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_47_530.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_47_530.jpg,-0.1,1,0,30.18817
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_47_606.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_47_606.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_47_606.jpg,-0.3,1,0,30.16933
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_47_677.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_47_677.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_47_677.jpg,0,1,0,30.18887
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_47_743.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_47_743.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_47_743.jpg,0,1,0,30.19005
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_47_812.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_47_812.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_47_812.jpg,0,1,0,30.19023
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_47_879.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_47_879.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_47_879.jpg,0,1,0,30.19025
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_47_957.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_47_957.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_47_957.jpg,-0.2,1,0,30.18057
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_48_036.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_48_036.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_48_036.jpg,0,1,0,30.18972
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_48_113.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_48_113.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_48_113.jpg,0,1,0,30.19023
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_48_178.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_48_178.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_48_178.jpg,0,1,0,30.19031
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_48_248.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_48_248.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_48_248.jpg,-0.15,1,0,30.18458
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_48_323.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_48_323.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_48_323.jpg,0,1,0,30.19083
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_48_391.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_48_391.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_48_391.jpg,0,1,0,30.18999
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_48_471.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_48_471.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_48_471.jpg,-0.05,1,0,30.18996
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_48_544.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_48_544.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_48_544.jpg,-0.25,1,0,30.17622
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_48_615.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_48_615.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_48_615.jpg,0,1,0,30.19034
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_48_683.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_48_683.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_48_683.jpg,0,1,0,30.19005
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_48_763.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_48_763.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_48_763.jpg,-0.05,1,0,30.19003
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_48_840.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_48_840.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_48_840.jpg,0,1,0,30.1878
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_48_927.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_48_927.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_48_927.jpg,0,1,0,30.19018
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_48_999.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_48_999.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_48_999.jpg,-0.15,1,0,30.18557
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_49_083.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_49_083.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_49_083.jpg,0,1,0,30.18481
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_49_163.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_49_163.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_49_163.jpg,0,1,0,30.1898
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_49_234.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_49_234.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_49_234.jpg,-0.15,1,0,30.18672
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_49_310.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_49_310.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_49_310.jpg,0,1,0,30.19014
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_49_378.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_49_378.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_49_378.jpg,-0.05,1,0,30.19011
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_49_457.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_49_457.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_49_457.jpg,-0.25,1,0,30.17745
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_49_529.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_49_529.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_49_529.jpg,0,1,0,30.18937
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_49_597.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_49_597.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_49_597.jpg,0,1,0,30.19014
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_49_683.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_49_683.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_49_683.jpg,0,1,0,30.19026
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_49_761.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_49_761.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_49_761.jpg,0,1,0,30.19029
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_49_841.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_49_841.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_49_841.jpg,-0.2,1,0,30.18089
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_49_923.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_49_923.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_49_923.jpg,0,1,0,30.18935
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_49_992.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_49_992.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_49_992.jpg,-0.1,1,0,30.18923
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_50_061.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_50_061.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_50_061.jpg,0,1,0,30.18715
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_50_129.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_50_129.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_50_129.jpg,0,1,0,30.19
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_50_208.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_50_208.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_50_208.jpg,-0.15,1,0,30.1864
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_50_283.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_50_283.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_50_283.jpg,0,1,0,30.19027
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_50_364.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_50_364.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_50_364.jpg,-0.15,1,0,30.1871
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_50_447.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_50_447.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_50_447.jpg,0,1,0,30.18998
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_50_515.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_50_515.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_50_515.jpg,-0.05,1,0,30.19006
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_50_584.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_50_584.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_50_584.jpg,-0.25,1,0,30.17856
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_50_658.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_50_658.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_50_658.jpg,0,1,0,30.18887
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_50_744.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_50_744.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_50_744.jpg,-0.15,1,0,30.18736
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_50_813.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_50_813.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_50_813.jpg,0,1,0,30.18745
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_50_894.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_50_894.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_50_894.jpg,-0.05,1,0,30.19012
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_50_964.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_50_964.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_50_964.jpg,-0.25,1,0,30.17802
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_51_044.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_51_044.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_51_044.jpg,0,1,0,30.18889
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_51_111.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_51_111.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_51_111.jpg,-0.1,1,0,30.18988
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_51_180.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_51_180.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_51_180.jpg,-0.3,1,0,30.17308
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_51_264.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_51_264.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_51_264.jpg,-0.5000001,1,0,30.14807
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_51_330.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_51_330.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_51_330.jpg,-0.6500001,1,0,30.12892
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_51_401.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_51_401.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_51_401.jpg,-0.8500001,1,0,30.10636
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_51_490.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_51_490.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_51_490.jpg,0,1,0,30.17498
C:\Users\Mohammad\Desktop\data\IMG\center_2023_02_15_16_30_51_570.jpg,C:\Users\Mohammad\Desktop\data\IMG\left_2023_02_15_16_30_51_570.jpg,C:\Users\Mohammad\Desktop\data\IMG\right_2023_02_15_16_30_51_570.jpg,0,1,0,30.18533
